Author;ID;PIDs;Keywords
Åkerfeldt, Magnus;1060;1783234,1596640;java streams,performance,benchmarking,loops,functional programming,java streams,prestanda,loopar,funktionell programmering
Karlbom, David;686;938293,668848;mpi,openmp,shared memory,hpc,parallel programming,numa
Hyyrynen, Fredrik;160;1105919;stock,forecasting,evolutionary,algorithm
Lignercrona, Marcus;161;1105919;stock,forecasting,evolutionary,algorithm
Wedenborn, Andreas;54c58ab4-b4de-4d40-b0d5-68fe5810108e;886159;computer assisted language learning
Kim, Hokeun;162;808914,1093403;
Broman, David;163;808914,1093403,1430148,1739445,1053090,1653044,1539632,1356912,1566176,925056,808912,1556115,1059700,1540046,1059699;compilers,composition,domain-specific languages,machine learning,modeling languages,semantics,chemical analysis,computer aided software engineering,embedded systems,learning systems,problem oriented languages,program compilers,specification languages,concrete research,domain specific languages,domain specific modeling languages,execution platforms,language compositions,language environment,modeling environments,probabilistic programming,probabilistic programming,operational semantics,static analysis,machine learning,fault detection,fault location,software maintenance,software debugging,software engineering,probabilistic programming languages,sequential monte carlo,gpu compilation,probabilistic programming,sequential monte carlo,operational semantics,functional programming,measure theory,modeling languages,cyber-physical systems,probabilistic programming,modeling,simulations,equations,robotic arm,syntax,ambiguity
Lee, Edward A;164;808914;
Zimmer, Michael;165;808914;
Shrivastava, Aviral;166;808914;
Oh, Junkwang;167;808914;
Messing, Andreas;1323;1174432,811002;vehicular communication,network,security,privacy
Fischer Horn af Rantzien, Douglas;168;1463788;
Weigelt, Christian;169;1463788;
Åsén, Per-Olov;f6ac092d-69da-43b3-be7d-3c9a1972c669;9162;datalogi,datalogi
Larsen, Caroline;170;1465057;
Ryman, Elin;171;1465057;
Tillman, Robin;1274;1112494,721646;search user interfaces,search engines,human-computer interaction,user experience
Stensö, Isak;172;926709;
Rosenback, Andreas;173;926709;
Griggio, Carla;174;916474;interactive dance visualization,real-time interpolated animations,accelerometer,gyroscope,smartphones as wearables
DAMASCHIN, MIHAI;ab126138-0eb1-4ccc-8c1f-cac054216164;700630;
Grados, Fiorella;176;668213;
Mohammadi, Aref;177;668213;
Kurzawski, Maximilian Georg;ee8efdfd-c103-4ebc-887a-d86895ba748e;1900421;
Fokin, Dennis;537;1229379,927446;multi-party computation,secret sharing,certificateless cryptography,cryptography
Sigova, Elizaveta;adb73fc1-a965-4c7b-b3ca-7b8570c338a2;1040874;dialogue acts,semi-supervised machine learning,dialoghandlingar,delvis övervakad maskininlärning
Johansson, Jonas;178;1107769,1587978;sentiment analysis,slope one,collaborative filtering,new item problem,cold start,cloud native,cloud computing,scalability,execution time,trading,cloud native,cloud computing,skalbarhet,exekveringstid,börshandel
Runnman, Kenneth;179;1107769;sentiment analysis,slope one,collaborative filtering,new item problem,cold start
BLOM, ALEXANDER;180;670679;
THORSEN, SOFIE;181;670679;
Odenman, Erik;d6d67daa-a31e-4728-9dcc-119a61c295ee;668870;
Schwieler, Mathilda;182;1609952;
Fredin Haslum, Eric;183;1609952;
YANG, Juanyu;7de74931-322b-4f9f-9cc5-af992093c944;1900734;menstrual health,dietary technology,social pressure,autobiographical design,speculative design,self-tracking technologies,menstruationshälsa,kostteknik,socialt tryck,självbiografisk design,spekulativ design,självspårningsteknik
Olby, Linnea;184;1264630;information extraction,named entity recognition,machine learning,binary logistic regression,gdpr,code of conduct
Thomander, Isabel;185;1264630;information extraction,named entity recognition,machine learning,binary logistic regression,gdpr,code of conduct
Kosonen, Iisakki;186;1205218;simulation-based optimization,archived genetic algorithm,road traffic controls,traffic light control,object-oriented software framework
Wong, Bonny;187;811085;
Boldt-Christmas, Axel;188;811085;
Rönnholm, Niklas;921f74be-379c-440d-9a21-5ae7453e2e4a;1192188;mobile devices,hosting,scalable hosting,neural network,neural networks,deep learning,multilayer perceptron,volunteer computing,wifi
Olsson, Philip;1561;954536,771145;openstack,cloud,cloud computing,hypervisor,networking,performance,networking performance
Feller, Shanly;8860a113-d99f-45e3-9d78-0d0fd10151e4;1844888;oracle cloud infrastructure,penetration testing,security practices,cloud security,vulnerability assessment.
Kvarnefalk, John;1156;1468320,1214506;
Rieschel, Emilia;189;1700454;
Nilsson, Emm;190;1700454,1886718;prophet,neuralprophet,convolutional neural network,long short-term memory,random forest,workload prediction,time seriesforecasting,prophet,neuralprophet,konvolutionellt neuralt nätverk,långt korttidsminne,slumpmässig skog,förutsägelse av arbetsbelastningtidsserieförutsägelse
Sandberg, David;10591822-0ac6-4f33-a846-6658049a3159;893982;lane departure,auditory warning signals,rumble strip,in-vehicle warnings,looming intensity
Alness Borg, Axel;191;1464508;
Enström, Marcus;192;1464508;
Chen, Nuo;0c2789b0-de5c-4673-a40c-9274a4df950f;1635572;transfer learning,data-driven motion synthesis,objective-driven motion generation,rig-agnostic encoding,deep learning-based clustering model,procedural animation,kunskapsöverföring,data-driven rörelsesyntetisering,procedurell animation,mål-driven animation-genereringsmodel,rig-agnostisk-kodning,djupinlärningsbaserad klusteringsmodel
Hägg, Philip;6477e152-3897-4e6c-b322-2129b15d8e88;1765359;algorithms,financial engineering,software engineering,algorithmic trading,tech- nical analysis,algoritmer,finansiell matematik,mjukvaruutveckling,algoritmisk aktiehandel,teknisk analys
Yang, Tiancheng;8bac2a6c-da3e-47ae-aac3-8f724fbb6853;1813713;object detection,yolo-v3-tiny,fault tolerance,fpga,vhdl,hardware accelerator,triple-modular redundancy,time redundancy,stuck-at-faults
Sproge, Åsa;b36727e8-eb95-4d9a-8a87-99a6b0eb10b1;798514;
CRONSIOE, JOHAN;b6ff1bd1-907e-442f-afdb-bb09fcbd7c26;702430;
Roverso, Roberto;7cda4488-0698-4b73-b5e6-eb46eea761c7;666136;peer-to-peer,distributed caching,nat traversal,congestion control,adaptive http streaming,live streaming
Stagge, Anton;3476fd2c-5291-41aa-9b24-eb02f7e15d72;1458832;
Kang, Eunsuk;193;1093403;
Edward, Lee;194;1093403;
Halvardsson, Gustaf;967;1757497,1687996;machine learning,time series classification,transformers,gated recurrent unit,venture capital,maskininlärning,tidsseriesklassifiering,transformer,gated recurrent unit,riskkapital,sign language interpretation,convolutional neural networks,transfer learning
Brokking, Alexander;229;1818767,1597473;web information extraction,computer vision,object detection,deep learning,informationsextraktion från webben,datorseende,objektigenkänning,djupinlärning
Makenzius, Micael;195;1684338;prometheus,wildfire progression,real-time,python,django,google earth engine,mapbox gl js,web-application,prometheus,skogsbrands simulering,realtid,django,mapbox gl js,webbapplikation
Bylerius, Jonas;196;1684338;prometheus,wildfire progression,real-time,python,django,google earth engine,mapbox gl js,web-application,prometheus,skogsbrands simulering,realtid,django,mapbox gl js,webbapplikation
Cakici, Baki;197;418234;policy making,computatinal epidemiology,workflow,individual-based simulation
Boman, Magnus;198;418234;policy making,computatinal epidemiology,workflow,individual-based simulation
Palmkvist, Viktor;1302;1897734,1231244,1556115,811370;domain-specific languages,programming languages,syntax,ambiguity,data structures,domain-specific language,programming language construction,syntax,ambiguity
Schieffer, Gabin;1d5a982c-c3f6-4905-9fbb-db6c2a0c9d79;1786161;molecular docking,autodock,gpu,tensor core,drug discovery,molekylär dockning,autodock,gpu,tensor core,läkemedelsutveckling
Reda, Waleed;317;1656395,1499219,1608645,1085916;distributed storage,file systems,hardware offload,persistent memory,distribuerad lagring,dilsystem,maskinvaruavlastning,beständigt minne,non-volatile memory,data centers,reliability,fault tolerance,scalability,cloud computing,distributed file systems,storage systems,operating systems,networking,key-value,distributed,storage,multiget,scheduling
Carlsson, Tobias;199;1795907;
Strömberg, Oskar;200;1795907;
Urquijo Martínez, Pablo;92cd59aa-8e71-4f44-807c-6c07ebf67b98;1700453;
Mossberg, Zimon;d387116d-6f4f-4053-8719-9cc9a0ca9461;1038763;asr,kaldi,nst,gmm-hmm
L I N D B L O M, M A T H I A S;201;668726;
W I E N E R, L U C A S;202;668726;
Quezada Cruz, Patricio Ignacio;203;817832;
Falk, Pontus;204;817832,817850;
Quezada, Ignacio;205;817850;
Armand Koenig, Cyril;9e5f6bdd-022d-4de8-b64e-5a8b777846b2;1705246;
Björkman, Mårten;206;464064,464053,464077,1857952,464071,448466,1887983,1882587,464072,448473,464067;computer vision,active vision,segmentation,cpmputer vision,active vision,segmentation,computer vision,active vision,robot vision,computer vision,segmentation,recognition,cognitive human-robot interaction,computer vision,holder-of-key,proof-of-possession,security assertion markup language,saml 2.0,identity providers,single sign-on (sso),digitalidentity,holder-of-key,bevis på innehav,security assertion markup language,saml 2.0,identitetsleverantörer,single sign-on (sso),digitalidentitet,computer vision,active vision,robot vision,computer vision,computer vision,active vision,manipulation,robotics
Kragic, Danica;207;464064,464053,1699653,1745112,1659725,448466,1636088,1659731,448473,464067,1349756;computer vision,active vision,segmentation,cpmputer vision,active vision,segmentation,representation learning,machine learning,cognitive human-robot interaction,computer vision,embedding and representation learning,algorithms evaluation,generative models,geomca,representation learning,machine learning,multimodal,contrastive learning,computer vision,computer vision,active vision,manipulation,robotics
Brunnström, Kjell;208;473387;
Eklundh, Jan-Olof;209;473387,464077,474276,464071,464072,473392;computer vision,active vision,robot vision,computer vision,segmentation,recognition,computer vision,active vision,robot vision
Kravchenko, Alexander;210;1699653;
Marchetti, Giovanni Luca;211;1699653,1745112,1842047;machine learning,computational geometry,voronoi,delaunay,symmetry,equivariance
Polianskii, Vladislav;212;1699653,1261771,1703214,1659725,1511175;machine learning,deep learning,autoencoders,tda,computational topology,topological data analysis,geometric methods,machine learning methods,voronoi,delaunay,high dimensional geometry,curse of dimensionality,monte carlo,representation learning,machine learning,delaunay complex,linear interpolation,voronoi diagram,clustering algorithms,complex networks,computational geometry,filtration,graphic methods,interpolation,learning algorithms,machine learning,network architecture,piecewise linear techniques,regression analysis,topology,delau-nay triangulations,exact computations,high dimensional data,machine learning applications,piecewise linear interpolations,randomized approximation,simplicial complex,data mining
Varava, Anastasiia;213;1699653,1659725,1636088;representation learning,machine learning,embedding and representation learning,algorithms evaluation,generative models,geomca
Pokorny, Florian T.;214;1699653,1659725,1511175;representation learning,machine learning,delaunay complex,linear interpolation,topological data analysis,voronoi diagram,clustering algorithms,complex networks,computational geometry,filtration,graphic methods,interpolation,learning algorithms,machine learning,network architecture,piecewise linear techniques,regression analysis,topology,delau-nay triangulations,exact computations,high dimensional data,machine learning applications,piecewise linear interpolations,randomized approximation,simplicial complex,data mining
Gómez, Paula;215;916472;activity shapes,human behavior,spatial analysis,spatiotemporal analysis,information visualization
Do, Ellen Yi-Luen;216;916472;activity shapes,human behavior,spatial analysis,spatiotemporal analysis,information visualization
Daníelsson, Freyr;f1d9c091-a657-4b7b-9d62-5b9f217729eb;1620328;user experience,ux practice,workshops,user interviews,remote working,användarupplevelse,ux-övning,workshops,användarintervjuer,fjärrarbete
Tao, Wang;91b14229-c6ae-4eb3-9cd8-151bc1ee661c;1230528;breast cancer detection,domain adaptation,transfer learning,semantic segmentation,style transfer
